CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1500,PREVENTION_CORRUPTION,7,2,2
1501,NDPS,22,1,1
1501,NDPS,27A,2,2
1502,IPC,304,1,1
1502,IPC,325,2,2
1502,IPC,302,3,3
1503,IT_ACT,66,1,1
1504,POCSO,6,1,1
1504,POCSO,4,2,2
1504,POCSO,12,3,3
1505,IT_ACT,66,1,1
1505,IT_ACT,67,2,2
1505,IT_ACT,66C,3,3
1506,IPC,363,1,1
1506,IPC,354,2,2
1506,IPC,376,3,3
1507,NDPS,22,1,1
1508,MV,177,1,1
1509,IPC,498A,1,1
1509,DV,12,2,2
1510,PREVENTION_CORRUPTION,13,1,1
1511,MV,184,1,1
1512,IT_ACT,67,1,1
1513,PREVENTION_CORRUPTION,7,1,1
1514,IPC,363,1,1
1514,IPC,354,2,2
1515,IPC,506,1,1
1515,ARMS,27,2,2
1516,MV,196,1,1
1516,MV,184,2,2
1517,MV,184,1,1
1518,PREVENTION_CORRUPTION,7,1,1
1518,PREVENTION_CORRUPTION,13,2,2
1519,MV,184,1,1
1519,MV,196,2,2
1520,IPC,324,1,1
1520,BNS,109,2,2
1521,POCSO,8,1,1
1522,NDPS,8,1,1
1522,NDPS,21,2,2
1523,IPC,324,1,1
1524,PREVENTION_CORRUPTION,13,1,1
1524,PREVENTION_CORRUPTION,7,2,2
1525,IPC,363,1,1
1526,IPC,406,1,1
1527,IPC,325,1,1
1527,IPC,324,2,2
1528,IPC,354,1,1
1528,IPC,498A,2,2
1529,IPC,324,1,1
1530,IPC,406,1,1
1530,IPC,420,2,2
1530,PREVENTION_CORRUPTION,7,3,3
1531,MV,196,1,1
1531,MV,185,2,2
1532,MV,177,1,1
1532,MV,196,2,2
1532,MV,185,3,3
1533,NDPS,27A,1,1
1533,EXCISE,32,2,2
1534,POCSO,12,1,1
1535,POCSO,4,1,1
1536,PREVENTION_CORRUPTION,7,1,1
1536,PREVENTION_CORRUPTION,13,2,2
1537,NDPS,8,1,1
1537,NDPS,20,2,2
1538,IPC,379,1,1
1539,NDPS,21,1,1
1540,NDPS,21,1,1
1541,MV,185,1,1
1541,MV,184,2,2
1542,IPC,420,1,1
1542,PREVENTION_CORRUPTION,7,2,2
1543,PREVENTION_CORRUPTION,7,1,1
1543,PREVENTION_CORRUPTION,13,2,2
1544,ARMS,25,1,1
1544,IPC,506,2,2
1544,ARMS,27,3,3
1545,IPC,395,1,1
1546,IPC,324,1,1
1546,IPC,304,2,2
1546,IPC,302,3,3
1547,IPC,304,1,1
1548,MV,177,1,1
1549,MV,184,1,1
1549,MV,177,2,2
1549,MV,196,3,3
1550,IPC,420,1,1
1550,IPC,406,2,2
1550,PREVENTION_CORRUPTION,7,3,3
1551,BNS,103,1,1
1551,IPC,325,2,2
1551,IPC,324,3,3
1552,IPC,304,1,1
1552,IPC,307,2,2
1552,IPC,325,3,3
1553,IPC,304,1,1
1554,PREVENTION_CORRUPTION,7,1,1
1555,MV,177,1,1
1555,MV,196,2,2
1555,MV,184,3,3
1556,IPC,304,1,1
1557,IPC,406,1,1
1557,PREVENTION_CORRUPTION,7,2,2
1558,IPC,325,1,1
1559,MV,177,1,1
1559,MV,185,2,2
1559,MV,196,3,3
1560,IPC,420,1,1
1561,DV,12,1,1
1561,IPC,376,2,2
1562,BNS,309,1,1
1562,BNS,318,2,2
1563,IPC,406,1,1
1563,IPC,420,2,2
1564,NDPS,22,1,1
1564,NDPS,20,2,2
1564,EXCISE,32,3,3
1565,IPC,380,1,1
1565,IPC,420,2,2
1565,IPC,406,3,3
1566,EXCISE,32,1,1
1566,NDPS,27A,2,2
1567,PREVENTION_CORRUPTION,7,1,1
1567,IPC,420,2,2
1568,BNS,103,1,1
1569,POCSO,4,1,1
1569,POCSO,6,2,2
1570,IPC,324,1,1
1570,IPC,307,2,2
1571,IPC,380,1,1
1572,PREVENTION_CORRUPTION,7,1,1
1572,IPC,420,2,2
1573,NDPS,20,1,1
1573,NDPS,8,2,2
1573,NDPS,21,3,3
1574,IPC,354,1,1
1575,IPC,406,1,1
1575,PREVENTION_CORRUPTION,7,2,2
1576,PREVENTION_CORRUPTION,13,1,1
1576,PREVENTION_CORRUPTION,7,2,2
1577,IPC,420,1,1
1577,PREVENTION_CORRUPTION,7,2,2
1578,BNS,109,1,1
1578,IPC,325,2,2
1578,IPC,302,3,3
1579,IPC,395,1,1
1579,IPC,392,2,2
1579,BNS,318,3,3
1580,POCSO,8,1,1
1580,POCSO,12,2,2
1581,MV,177,1,1
1582,BNS,309,1,1
1583,IPC,420,1,1
1583,IPC,406,2,2
1584,IPC,325,1,1
1584,IPC,302,2,2
1584,BNS,103,3,3
1585,PREVENTION_CORRUPTION,13,1,1
1585,PREVENTION_CORRUPTION,7,2,2
1586,IPC,363,1,1
1587,IT_ACT,66,1,1
1588,IT_ACT,66C,1,1
1589,IPC,363,1,1
1589,IPC,354,2,2
1589,DV,12,3,3
1590,POCSO,8,1,1
1590,POCSO,4,2,2
1591,IPC,406,1,1
1591,BNS,303,2,2
1591,IPC,379,3,3
1592,IPC,354,1,1
1592,DV,12,2,2
1592,IPC,498A,3,3
1593,IPC,406,1,1
1593,PREVENTION_CORRUPTION,7,2,2
1594,IPC,325,1,1
1594,IPC,302,2,2
1594,IPC,304,3,3
1595,PREVENTION_CORRUPTION,7,1,1
1595,IPC,420,2,2
1595,IPC,406,3,3
1596,IPC,324,1,1
1596,IPC,325,2,2
1597,IPC,420,1,1
1597,PREVENTION_CORRUPTION,7,2,2
1597,IPC,406,3,3
1598,IPC,354,1,1
1598,IPC,376,2,2
1598,IPC,363,3,3
1599,NDPS,21,1,1
1600,POCSO,4,1,1
1601,IPC,420,1,1
1602,PREVENTION_CORRUPTION,7,1,1
1603,IT_ACT,67,1,1
1603,IT_ACT,66,2,2
1603,IT_ACT,66C,3,3
1604,IPC,395,1,1
1605,PREVENTION_CORRUPTION,7,1,1
1606,NDPS,22,1,1
1607,POCSO,12,1,1
1607,POCSO,4,2,2
1608,PREVENTION_CORRUPTION,7,1,1
1608,PREVENTION_CORRUPTION,13,2,2
1609,NDPS,27A,1,1
1609,NDPS,21,2,2
1610,PREVENTION_CORRUPTION,13,1,1
1610,PREVENTION_CORRUPTION,7,2,2
1611,IT_ACT,67,1,1
1611,IT_ACT,66C,2,2
1611,IT_ACT,66,3,3
1612,IPC,363,1,1
1612,DV,12,2,2
1613,IPC,354,1,1
1613,IPC,363,2,2
1614,PREVENTION_CORRUPTION,13,1,1
1615,IPC,354,1,1
1616,MV,177,1,1
1616,MV,185,2,2
1617,PREVENTION_CORRUPTION,7,1,1
1617,PREVENTION_CORRUPTION,13,2,2
1618,MV,177,1,1
1618,MV,196,2,2
1619,IPC,420,1,1
1619,IPC,380,2,2
1619,IPC,379,3,3
1620,IPC,307,1,1
1620,BNS,103,2,2
1620,IPC,325,3,3
1621,IPC,406,1,1
1621,PREVENTION_CORRUPTION,7,2,2
1622,ARMS,27,1,1
1622,ARMS,25,2,2
1622,GAMBLING,4,3,3
1623,IPC,354,1,1
1624,IPC,304,1,1
1624,BNS,109,2,2
1625,NDPS,20,1,1
1625,EXCISE,32,2,2
1626,IT_ACT,66C,1,1
1627,IPC,498A,1,1
1628,IT_ACT,66,1,1
1628,IT_ACT,67,2,2
1629,IPC,376,1,1
1630,PREVENTION_CORRUPTION,13,1,1
1630,PREVENTION_CORRUPTION,7,2,2
1631,IPC,406,1,1
1631,PREVENTION_CORRUPTION,7,2,2
1631,IPC,420,3,3
1632,NDPS,27A,1,1
1633,IPC,363,1,1
1633,IPC,354,2,2
1633,IPC,376,3,3
1634,IT_ACT,66C,1,1
1634,IT_ACT,66,2,2
1634,IT_ACT,67,3,3
1635,IT_ACT,66C,1,1
1635,IT_ACT,66,2,2
1635,IT_ACT,67,3,3
1636,PREVENTION_CORRUPTION,7,1,1
1637,IPC,354,1,1
1638,IPC,307,1,1
1638,BNS,103,2,2
1638,IPC,304,3,3
1639,IPC,354,1,1
1639,IPC,498A,2,2
1639,IPC,363,3,3
1640,EXCISE,32,1,1
1640,NDPS,22,2,2
1641,IPC,420,1,1
1642,MV,184,1,1
1643,IPC,363,1,1
1643,POCSO,6,2,2
1643,POCSO,12,3,3
1644,NDPS,22,1,1
1644,NDPS,8,2,2
1645,IPC,324,1,1
1646,POCSO,12,1,1
1647,IPC,302,1,1
1647,IPC,307,2,2
1647,IPC,324,3,3
1648,ARMS,25,1,1
1648,IPC,506,2,2
1648,GAMBLING,4,3,3
1649,MV,196,1,1
1649,MV,185,2,2
1649,MV,184,3,3
1650,IPC,376,1,1
1650,IPC,363,2,2
1650,IPC,498A,3,3
1651,IT_ACT,67,1,1
1651,IT_ACT,66,2,2
1651,IT_ACT,66C,3,3
1652,IT_ACT,66,1,1
1652,IT_ACT,67,2,2
1653,IPC,420,1,1
1653,BNS,303,2,2
1654,IPC,395,1,1
1654,BNS,303,2,2
1654,BNS,318,3,3
1655,IPC,324,1,1
1656,NDPS,21,1,1
1656,NDPS,27A,2,2
1657,IPC,302,1,1
1657,BNS,109,2,2
1657,IPC,304,3,3
1658,PREVENTION_CORRUPTION,7,1,1
1659,IT_ACT,66,1,1
1660,IPC,307,1,1
1661,POCSO,4,1,1
1662,PREVENTION_CORRUPTION,7,1,1
1662,IPC,420,2,2
1662,IPC,406,3,3
1663,IPC,379,1,1
1663,IPC,420,2,2
1664,POCSO,12,1,1
1664,POCSO,4,2,2
1665,IPC,363,1,1
1666,IPC,420,1,1
1666,PREVENTION_CORRUPTION,7,2,2
1666,IPC,406,3,3
1667,PREVENTION_CORRUPTION,7,1,1
1668,IPC,304,1,1
1668,IPC,324,2,2
1669,BNS,109,1,1
1669,IPC,302,2,2
1670,PREVENTION_CORRUPTION,7,1,1
1670,IPC,406,2,2
1671,IPC,420,1,1
1671,IPC,406,2,2
1671,PREVENTION_CORRUPTION,7,3,3
1672,PREVENTION_CORRUPTION,13,1,1
1673,PREVENTION_CORRUPTION,7,1,1
1673,PREVENTION_CORRUPTION,13,2,2
1674,IPC,324,1,1
1675,IPC,325,1,1
1675,IPC,324,2,2
1676,DV,12,1,1
1676,IPC,363,2,2
1677,EXCISE,32,1,1
1677,NDPS,20,2,2
1677,NDPS,27A,3,3
1678,PREVENTION_CORRUPTION,7,1,1
1679,IPC,376,1,1
1680,POCSO,8,1,1
1680,IPC,363,2,2
1681,GAMBLING,4,1,1
1682,IPC,324,1,1
1682,BNS,109,2,2
1682,IPC,307,3,3
1683,ARMS,27,1,1
1683,IPC,506,2,2
1684,IPC,363,1,1
1684,POCSO,8,2,2
1684,POCSO,12,3,3
1685,PREVENTION_CORRUPTION,7,1,1
1686,MV,196,1,1
1686,MV,177,2,2
1687,IPC,406,1,1
1687,PREVENTION_CORRUPTION,7,2,2
1688,POCSO,8,1,1
1688,POCSO,12,2,2
1689,IT_ACT,66C,1,1
1690,IT_ACT,66C,1,1
1690,IT_ACT,67,2,2
1691,IPC,498A,1,1
1692,IPC,506,1,1
1693,PREVENTION_CORRUPTION,7,1,1
1693,IPC,406,2,2
1694,NDPS,27A,1,1
1694,NDPS,21,2,2
1695,PREVENTION_CORRUPTION,7,1,1
1695,PREVENTION_CORRUPTION,13,2,2
1696,MV,177,1,1
1697,PREVENTION_CORRUPTION,7,1,1
1698,IPC,307,1,1
1698,IPC,304,2,2
1699,PREVENTION_CORRUPTION,7,1,1
1700,IPC,392,1,1
1700,IPC,379,2,2
1700,BNS,318,3,3
1701,IPC,363,1,1
1702,IT_ACT,66C,1,1
1703,IPC,307,1,1
1703,IPC,325,2,2
1704,IPC,324,1,1
1704,IPC,307,2,2
1704,BNS,109,3,3
1705,NDPS,8,1,1
1706,IPC,363,1,1
1707,IPC,498A,1,1
1708,BNS,303,1,1
1708,IPC,392,2,2
1709,IPC,363,1,1
1709,POCSO,4,2,2
1710,POCSO,12,1,1
1710,POCSO,8,2,2
1711,NDPS,20,1,1
1711,EXCISE,32,2,2
1712,PREVENTION_CORRUPTION,7,1,1
1713,IT_ACT,67,1,1
1714,PREVENTION_CORRUPTION,13,1,1
1715,IT_ACT,67,1,1
1716,MV,185,1,1
1716,MV,177,2,2
1716,MV,196,3,3
1717,IT_ACT,66,1,1
1717,IT_ACT,66C,2,2
1718,IPC,506,1,1
1718,ARMS,25,2,2
1718,ARMS,27,3,3
1719,ARMS,25,1,1
1719,GAMBLING,4,2,2
1720,MV,177,1,1
1721,POCSO,4,1,1
1721,POCSO,12,2,2
1721,POCSO,6,3,3
1722,MV,177,1,1
1722,MV,196,2,2
1723,BNS,109,1,1
1723,IPC,324,2,2
1723,BNS,103,3,3
1724,PREVENTION_CORRUPTION,7,1,1
1724,IPC,420,2,2
1725,IPC,354,1,1
1726,MV,177,1,1
1726,MV,196,2,2
1726,MV,184,3,3
1727,NDPS,22,1,1
1727,NDPS,8,2,2
1728,IPC,363,1,1
1728,POCSO,8,2,2
1729,ARMS,25,1,1
1729,ARMS,27,2,2
1730,IPC,376,1,1
1730,IPC,354,2,2
1730,IPC,498A,3,3
1731,IPC,307,1,1
1731,IPC,304,2,2
1731,IPC,325,3,3
1732,MV,184,1,1
1732,MV,177,2,2
1732,MV,185,3,3
1733,PREVENTION_CORRUPTION,7,1,1
1733,IPC,406,2,2
1734,MV,185,1,1
1734,MV,184,2,2
1734,MV,177,3,3
1735,IPC,363,1,1
1735,POCSO,12,2,2
1735,POCSO,6,3,3
1736,POCSO,12,1,1
1737,DV,12,1,1
1738,ARMS,25,1,1
1738,ARMS,27,2,2
1739,MV,177,1,1
1739,MV,185,2,2
1740,IPC,325,1,1
1741,IPC,363,1,1
1741,POCSO,4,2,2
1741,POCSO,6,3,3
1742,BNS,109,1,1
1742,IPC,304,2,2
1743,IT_ACT,66,1,1
1743,IT_ACT,67,2,2
1744,POCSO,8,1,1
1745,POCSO,12,1,1
1745,IPC,363,2,2
1745,POCSO,6,3,3
1746,IPC,406,1,1
1747,ARMS,25,1,1
1747,GAMBLING,4,2,2
1748,IT_ACT,67,1,1
1748,IT_ACT,66,2,2
1748,IT_ACT,66C,3,3
1749,PREVENTION_CORRUPTION,7,1,1
1749,PREVENTION_CORRUPTION,13,2,2
1750,POCSO,4,1,1
1750,POCSO,6,2,2
1750,POCSO,12,3,3
1751,IPC,324,1,1
1752,IPC,363,1,1
1752,POCSO,8,2,2
1753,DV,12,1,1
1753,IPC,498A,2,2
1753,IPC,363,3,3
1754,IPC,363,1,1
1754,IPC,376,2,2
1755,POCSO,12,1,1
1756,IPC,363,1,1
1757,BNS,109,1,1
1757,IPC,325,2,2
1757,IPC,307,3,3
1758,PREVENTION_CORRUPTION,13,1,1
1758,PREVENTION_CORRUPTION,7,2,2
1759,NDPS,20,1,1
1760,MV,196,1,1
1760,MV,177,2,2
1761,IPC,498A,1,1
1762,MV,185,1,1
1763,ARMS,27,1,1
1763,ARMS,25,2,2
1764,IT_ACT,67,1,1
1764,IT_ACT,66,2,2
1765,NDPS,21,1,1
1765,NDPS,27A,2,2
1765,NDPS,22,3,3
1766,NDPS,27A,1,1
1766,NDPS,8,2,2
1766,NDPS,20,3,3
1767,ARMS,25,1,1
1767,ARMS,27,2,2
1767,IPC,506,3,3
1768,ARMS,27,1,1
1768,IPC,506,2,2
1769,NDPS,22,1,1
1769,NDPS,8,2,2
1769,NDPS,27A,3,3
1770,MV,185,1,1
1770,MV,196,2,2
1770,MV,184,3,3
1771,POCSO,4,1,1
1771,POCSO,8,2,2
1772,PREVENTION_CORRUPTION,7,1,1
1773,IT_ACT,66,1,1
1773,IT_ACT,67,2,2
1773,IT_ACT,66C,3,3
1774,POCSO,8,1,1
1774,POCSO,4,2,2
1775,EXCISE,32,1,1
1775,NDPS,20,2,2
1775,NDPS,22,3,3
1776,MV,185,1,1
1776,MV,177,2,2
1777,BNS,303,1,1
1777,BNS,309,2,2
1777,IPC,392,3,3
1778,NDPS,27A,1,1
1779,DV,12,1,1
1780,MV,184,1,1
1781,NDPS,21,1,1
1781,NDPS,8,2,2
1781,NDPS,22,3,3
1782,IT_ACT,66C,1,1
1782,IT_ACT,67,2,2
1783,ARMS,25,1,1
1783,ARMS,27,2,2
1783,IPC,506,3,3
1784,GAMBLING,4,1,1
1784,ARMS,27,2,2
1784,ARMS,25,3,3
1785,IPC,498A,1,1
1786,NDPS,8,1,1
1787,NDPS,21,1,1
1787,NDPS,22,2,2
1788,PREVENTION_CORRUPTION,13,1,1
1789,IPC,354,1,1
1789,IPC,376,2,2
1790,ARMS,27,1,1
1791,ARMS,27,1,1
1791,GAMBLING,4,2,2
1791,IPC,506,3,3
1792,POCSO,8,1,1
1792,POCSO,12,2,2
1793,IPC,363,1,1
1793,IPC,354,2,2
1793,IPC,498A,3,3
1794,IT_ACT,66,1,1
1794,IT_ACT,67,2,2
1794,IT_ACT,66C,3,3
1795,POCSO,6,1,1
1796,PREVENTION_CORRUPTION,13,1,1
1796,PREVENTION_CORRUPTION,7,2,2
1797,IPC,354,1,1
1798,NDPS,21,1,1
1799,MV,196,1,1
1799,MV,177,2,2
1800,IPC,363,1,1
1800,IPC,498A,2,2
1800,IPC,354,3,3
1801,BNS,109,1,1
1802,PREVENTION_CORRUPTION,7,1,1
1803,IPC,420,1,1
1803,IPC,379,2,2
1803,BNS,303,3,3
1804,IPC,395,1,1
1804,IPC,406,2,2
1805,PREVENTION_CORRUPTION,7,1,1
1806,MV,177,1,1
1806,MV,184,2,2
1806,MV,185,3,3
1807,PREVENTION_CORRUPTION,7,1,1
1807,IPC,406,2,2
1807,IPC,420,3,3
1808,PREVENTION_CORRUPTION,7,1,1
1808,PREVENTION_CORRUPTION,13,2,2
1809,NDPS,20,1,1
1809,EXCISE,32,2,2
1810,POCSO,6,1,1
1810,IPC,363,2,2
1810,POCSO,8,3,3
1811,NDPS,22,1,1
1811,EXCISE,32,2,2
1812,PREVENTION_CORRUPTION,13,1,1
1812,PREVENTION_CORRUPTION,7,2,2
1813,PREVENTION_CORRUPTION,13,1,1
1814,IPC,406,1,1
1815,POCSO,12,1,1
1815,POCSO,4,2,2
1816,IT_ACT,66,1,1
1816,IT_ACT,67,2,2
1817,IPC,307,1,1
1817,IPC,304,2,2
1818,IT_ACT,67,1,1
1819,IPC,324,1,1
1819,IPC,302,2,2
1820,IPC,324,1,1
1820,IPC,307,2,2
1820,BNS,103,3,3
1821,PREVENTION_CORRUPTION,7,1,1
1821,PREVENTION_CORRUPTION,13,2,2
1822,IPC,324,1,1
1822,IPC,325,2,2
1823,IPC,324,1,1
1823,IPC,304,2,2
1824,IPC,354,1,1
1824,IPC,376,2,2
1825,PREVENTION_CORRUPTION,13,1,1
1826,PREVENTION_CORRUPTION,13,1,1
1826,PREVENTION_CORRUPTION,7,2,2
1827,IPC,363,1,1
1828,DV,12,1,1
1829,NDPS,20,1,1
1829,NDPS,8,2,2
1830,MV,177,1,1
1830,MV,184,2,2
1831,ARMS,25,1,1
1831,GAMBLING,4,2,2
1832,MV,184,1,1
1833,MV,177,1,1
1834,IPC,354,1,1
1834,IPC,376,2,2
1834,IPC,363,3,3
1835,DV,12,1,1
1836,EXCISE,32,1,1
1837,IPC,506,1,1
1837,GAMBLING,4,2,2
1838,MV,184,1,1
1838,MV,196,2,2
1838,MV,185,3,3
1839,NDPS,22,1,1
1839,NDPS,27A,2,2
1839,NDPS,20,3,3
1840,IT_ACT,66C,1,1
1840,IT_ACT,66,2,2
1841,POCSO,4,1,1
1841,IPC,363,2,2
1842,IPC,363,1,1
1843,MV,184,1,1
1843,MV,177,2,2
1844,IPC,304,1,1
1845,MV,177,1,1
1845,MV,196,2,2
1845,MV,185,3,3
1846,IPC,379,1,1
1846,BNS,303,2,2
1847,IPC,506,1,1
1848,NDPS,20,1,1
1848,NDPS,21,2,2
1849,ARMS,25,1,1
1849,GAMBLING,4,2,2
1850,MV,196,1,1
1851,IT_ACT,66C,1,1
1851,IT_ACT,67,2,2
1851,IT_ACT,66,3,3
1852,NDPS,20,1,1
1852,NDPS,27A,2,2
1853,NDPS,22,1,1
1853,EXCISE,32,2,2
1854,PREVENTION_CORRUPTION,7,1,1
1854,IPC,420,2,2
1854,IPC,406,3,3
1855,BNS,109,1,1
1855,IPC,307,2,2
1855,IPC,302,3,3
1856,PREVENTION_CORRUPTION,7,1,1
1857,POCSO,12,1,1
1857,POCSO,8,2,2
1858,IPC,420,1,1
1859,IPC,506,1,1
1859,GAMBLING,4,2,2
1859,ARMS,27,3,3
1860,IPC,325,1,1
1860,IPC,324,2,2
1861,NDPS,20,1,1
1862,PREVENTION_CORRUPTION,13,1,1
1862,PREVENTION_CORRUPTION,7,2,2
1863,MV,177,1,1
1864,IT_ACT,66,1,1
1864,IT_ACT,67,2,2
1865,IPC,420,1,1
1866,IT_ACT,66C,1,1
1867,IPC,363,1,1
1867,IPC,498A,2,2
1867,IPC,354,3,3
1868,IPC,420,1,1
1868,IPC,379,2,2
1869,ARMS,25,1,1
1869,ARMS,27,2,2
1870,IPC,392,1,1
1871,PREVENTION_CORRUPTION,7,1,1
1871,PREVENTION_CORRUPTION,13,2,2
1872,POCSO,12,1,1
1873,IPC,354,1,1
1874,POCSO,8,1,1
1875,PREVENTION_CORRUPTION,13,1,1
1875,PREVENTION_CORRUPTION,7,2,2
1876,IT_ACT,66C,1,1
1876,IT_ACT,67,2,2
1877,MV,196,1,1
1878,BNS,303,1,1
1878,IPC,420,2,2
1878,IPC,406,3,3
1879,IT_ACT,66,1,1
1879,IT_ACT,67,2,2
1879,IT_ACT,66C,3,3
1880,MV,177,1,1
1881,MV,184,1,1
1882,IPC,363,1,1
1882,IPC,498A,2,2
1883,NDPS,22,1,1
1883,NDPS,27A,2,2
1883,NDPS,21,3,3
1884,IPC,363,1,1
1884,POCSO,4,2,2
1885,IPC,302,1,1
1885,IPC,324,2,2
1886,NDPS,20,1,1
1886,EXCISE,32,2,2
1887,PREVENTION_CORRUPTION,13,1,1
1887,PREVENTION_CORRUPTION,7,2,2
1888,BNS,103,1,1
1889,IPC,302,1,1
1889,IPC,307,2,2
1889,IPC,304,3,3
1890,IPC,420,1,1
1890,IPC,406,2,2
1891,POCSO,8,1,1
1892,PREVENTION_CORRUPTION,7,1,1
1892,PREVENTION_CORRUPTION,13,2,2
1893,IPC,506,1,1
1893,ARMS,27,2,2
1893,ARMS,25,3,3
1894,MV,177,1,1
1894,MV,185,2,2
1894,MV,184,3,3
1895,MV,185,1,1
1896,MV,177,1,1
1897,PREVENTION_CORRUPTION,13,1,1
1898,IPC,498A,1,1
1898,IPC,363,2,2
1899,IPC,304,1,1
1899,IPC,324,2,2
1899,BNS,109,3,3
1900,POCSO,8,1,1
1900,POCSO,12,2,2
1900,POCSO,4,3,3
1901,IPC,307,1,1
1902,IPC,304,1,1
1902,BNS,103,2,2
1902,IPC,307,3,3
1903,NDPS,27A,1,1
1903,EXCISE,32,2,2
1904,IT_ACT,66,1,1
1905,GAMBLING,4,1,1
1906,MV,196,1,1
1906,MV,184,2,2
1907,MV,177,1,1
1907,MV,184,2,2
1907,MV,185,3,3
1908,IPC,420,1,1
1908,BNS,303,2,2
1908,BNS,318,3,3
1909,IPC,376,1,1
1910,MV,196,1,1
1910,MV,184,2,2
1910,MV,177,3,3
1911,NDPS,21,1,1
1912,IPC,376,1,1
1912,DV,12,2,2
1913,IPC,395,1,1
1914,IPC,420,1,1
1915,IPC,406,1,1
1915,BNS,318,2,2
1916,IPC,325,1,1
1916,BNS,103,2,2
1917,IPC,420,1,1
1917,IPC,406,2,2
1917,PREVENTION_CORRUPTION,7,3,3
1918,MV,185,1,1
1919,NDPS,22,1,1
1919,NDPS,27A,2,2
1919,NDPS,8,3,3
1920,IT_ACT,66C,1,1
1921,PREVENTION_CORRUPTION,7,1,1
1921,PREVENTION_CORRUPTION,13,2,2
1922,POCSO,6,1,1
1922,POCSO,12,2,2
1922,POCSO,4,3,3
1923,NDPS,8,1,1
1924,EXCISE,32,1,1
1924,NDPS,27A,2,2
1925,IPC,302,1,1
1925,IPC,325,2,2
1926,IT_ACT,67,1,1
1926,IT_ACT,66C,2,2
1926,IT_ACT,66,3,3
1927,NDPS,21,1,1
1927,NDPS,8,2,2
1927,NDPS,22,3,3
1928,IPC,420,1,1
1928,PREVENTION_CORRUPTION,7,2,2
1928,IPC,406,3,3
1929,IPC,302,1,1
1930,NDPS,20,1,1
1930,NDPS,8,2,2
1930,EXCISE,32,3,3
1931,PREVENTION_CORRUPTION,7,1,1
1931,PREVENTION_CORRUPTION,13,2,2
1932,BNS,318,1,1
1933,POCSO,8,1,1
1933,POCSO,6,2,2
1933,IPC,363,3,3
1934,ARMS,25,1,1
1934,GAMBLING,4,2,2
1934,ARMS,27,3,3
1935,PREVENTION_CORRUPTION,7,1,1
1935,PREVENTION_CORRUPTION,13,2,2
1936,IPC,506,1,1
1937,MV,185,1,1
1937,MV,184,2,2
1938,IPC,506,1,1
1938,ARMS,25,2,2
1938,ARMS,27,3,3
1939,PREVENTION_CORRUPTION,13,1,1
1939,PREVENTION_CORRUPTION,7,2,2
1940,IT_ACT,66C,1,1
1941,IPC,302,1,1
1941,BNS,103,2,2
1942,EXCISE,32,1,1
1943,MV,177,1,1
1943,MV,184,2,2
1944,IT_ACT,66C,1,1
1944,IT_ACT,67,2,2
1944,IT_ACT,66,3,3
1945,IT_ACT,66C,1,1
1945,IT_ACT,67,2,2
1945,IT_ACT,66,3,3
1946,IT_ACT,66C,1,1
1947,IPC,506,1,1
1947,GAMBLING,4,2,2
1947,ARMS,25,3,3
1948,IT_ACT,66,1,1
1948,IT_ACT,67,2,2
1948,IT_ACT,66C,3,3
1949,PREVENTION_CORRUPTION,7,1,1
1949,IPC,420,2,2
1949,IPC,406,3,3
1950,PREVENTION_CORRUPTION,13,1,1
1950,PREVENTION_CORRUPTION,7,2,2
1951,NDPS,22,1,1
1951,EXCISE,32,2,2
1952,IPC,406,1,1
1952,BNS,303,2,2
1952,BNS,309,3,3
1953,MV,185,1,1
1953,MV,177,2,2
1954,MV,185,1,1
1955,NDPS,8,1,1
1955,NDPS,27A,2,2
1956,DV,12,1,1
1956,IPC,376,2,2
1956,IPC,354,3,3
1957,IPC,506,1,1
1958,MV,196,1,1
1958,MV,177,2,2
1958,MV,184,3,3
1959,IPC,324,1,1
1959,IPC,304,2,2
1959,IPC,302,3,3
1960,ARMS,25,1,1
1960,ARMS,27,2,2
1961,ARMS,25,1,1
1961,ARMS,27,2,2
1961,IPC,506,3,3
1962,PREVENTION_CORRUPTION,13,1,1
1963,NDPS,27A,1,1
1964,PREVENTION_CORRUPTION,7,1,1
1964,IPC,420,2,2
1964,IPC,406,3,3
1965,EXCISE,32,1,1
1965,NDPS,8,2,2
1965,NDPS,27A,3,3
1966,IPC,420,1,1
1966,IPC,406,2,2
1966,PREVENTION_CORRUPTION,7,3,3
1967,IPC,376,1,1
1967,IPC,498A,2,2
1968,IPC,302,1,1
1968,BNS,103,2,2
1969,EXCISE,32,1,1
1969,NDPS,8,2,2
1970,MV,196,1,1
1970,MV,185,2,2
1970,MV,177,3,3
1971,PREVENTION_CORRUPTION,7,1,1
1972,POCSO,12,1,1
1973,IT_ACT,66,1,1
1973,IT_ACT,67,2,2
1973,IT_ACT,66C,3,3
1974,BNS,103,1,1
1974,IPC,304,2,2
1975,IT_ACT,66,1,1
1975,IT_ACT,67,2,2
1975,IT_ACT,66C,3,3
1976,POCSO,8,1,1
1977,ARMS,25,1,1
1977,IPC,506,2,2
1977,GAMBLING,4,3,3
1978,PREVENTION_CORRUPTION,13,1,1
1979,POCSO,6,1,1
1979,POCSO,8,2,2
1980,PREVENTION_CORRUPTION,13,1,1
1981,MV,184,1,1
1982,BNS,103,1,1
1982,IPC,325,2,2
1983,NDPS,22,1,1
1983,NDPS,8,2,2
